,text,sentiment
3086,Glad I'm getting a non @apple computer . Four macs in a row http://t.co/KLr4GFao3n,-1
3087,fucking @apple are memer FAGGOTS http://t.co/w8hbpxTRCJ,-1
3088,@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch,-1
3090,S/O to the techs at @apple,1
3093,"#Apple, #PayPal, And #MobilePayments Worldwide  #AAPL http://t.co/VUMGuw3Yqr",0
3094,"Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users",-1
3097,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/t2uV8nZ46v",0
3098,"Debunking One of #Apple's Biggest Myths 

http://t.co/ZljMUApQV6

#AAPL",0
3099,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/t2uV8nZ46v",0
3100,You gotta be kidding me @apple http://t.co/9xb06QOnHO,-1
3101,Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/GeeL25AlT1,-1
3102,RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/GeeL25AlT1,0
3103,At all. RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/FFxW2fqJpi,0
3104,Yesh. RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/0MTt6MwUvd,0
3106,All of my apple product chargers look like that RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/4lXkHinwd2,-1
3107,Apple Inc.'s (AAPL) Momentum Seems Nearly Unstoppable http://t.co/54tGY7Qezx #AAPL,1
3108,"Here's @Apple's Favorite Apps of 2014. http://t.co/dsqCRMiwAQ Elevate is #1. Threes! is
game-of-the-year. http://t.co/ny1lOKFQBK",0
3109,"@Apple [#Apple] #Names Its Best #iPhone and #iPad Apps of the #Year. (#Monday, 8 #December) http://t.co/mjyS7WNCqv",0
3110,Same struggle.  RT @LunchGod: They're not RT @Naivana_: You gotta be kidding me @apple http://t.co/rkRKS5pn1M,-1
3112,Higher Price Targets Are Not Helping #Apple's Shares - Forbes #aapl http://t.co/ZESpZ5B8YC,0
3113,"Higher Price Targets Are Not Helping Apple's Shares $AAPL #aapl
http://t.co/QTLiiXy1Ed",0
3114,"RT @JPDesloges: Higher Price Targets Are Not Helping Apple's Shares $AAPL #aapl
http://t.co/QTLiiXy1Ed",-1
3115,@scarlettsinatra @LunchGod @Naivana_ @apple simple solution http://t.co/TWSWCaXC3j,0
3116,"Typo Launches New iPhone 6 Keyboard, Avoiding Previous BlackBerry Lawsuit [iOS Blog] http://t.co/M431nBVAAX #AAPL",0
3117,Interesting apps pop up when you search for 'beta' on the @apple App Store,0
3118,CNBCTV:  Bulls running with #GoPro &amp; #Apple #gpro #aapl  http://t.co/zNj09hU6jb,0
3119,Our @Apple watch prototype for the male couch potato @smithandbeta @Clorox  @zemanta #digidaydbs http://t.co/ZkzvK5bxAw,0
3120,CNBCTV:  Citi's #Apple optimism #aapl http://t.co/CGRe961fib,0
3121,"Yeah +1 thing I'm inspired by is Apple of course. So, Apple++. Here is TV ad from 2002: http://t.co/s5MgeHg9bO @apple #tvad",1
3122,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Kd64HwG6m2",0
3123,MasterCard debuts new ad spot starring #Apple Pay and Gwen Stefani - http://t.co/GppcWzeTBu #AAPL #GwenStefani,0
3124,BloombergTV:  #Wozniak: What Really Happened in #SteveJobs' Garage http://t.co/dmNbZukzoz #aapl,0
3125,Here's why #Apple shares will reach $135: Analyst #aapl http://t.co/KMU1kNQTY0,1
3126,"@Apple [#Apple] #is developing an #iPhone that fires LASER BEAMS to #map surroundings .... (#Monday, 8 #December) http://t.co/iFTHvj3Xvz",0
3127,RT @PulsePointBuzz: Our @Apple watch prototype for the male couch potato @smithandbeta @Clorox  @zemanta #digidaydbs http://t.co/ZkzvK5bxAw,0
3128,"RT @AcrossTheBarTV: Our first ever #OnFoodableWeekly! Much to discuss on this episode! @Apple Pay, @habitburger http://t.co/eMFKvWNgIo",0
3129,Great service at @Apple #BethesdaRow thanks Jenna and Brandon!!!!!!!,1
3130,@Apple conclusion : Best client service ever,1
3131,How many iphone chargers do I need to go through? @Apple make charger durability a point in the new iPhone,-1
3132,NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus,-1
3133,"Tim Cook Shows Off Apple Watch to Chinese Internet Official, Discusses Security Issues $AAPL #aapl
http://t.co/1YgmLj3v9D",0
3134,Nice1 @Uber... @Apple says these are the best #apps of 2014 http://t.co/HafmqqQdo5 via @Techland,1
3135,Comparison between @apple maps and @google maps: http://t.co/FyzGWVm6NR #longreads #webdesign,0
3136,"yo @Apple , why yall make it so hard to grip the 6?.",-1
3137,#Apple Just Patented An Idea That #SteveJobs Would Have Hated #aapl http://t.co/EhK4iZ6t4R http://t.co/bi30fx5pTE,-1
3138,@google @facebook @intel @apple Pay your taxes in our country!!! http://t.co/jS4K3jV1sj,-1
3139,"Apple Watch's high-priced fashion focus on the mark, survey says $AAPL #aapl
http://t.co/1d9CjG42iQ",0
3140,#AAPL:Apple Returns Cash To Shareholders Because It's Out Of Ideas On How To...http://t.co/AvzNJvSQNq,-1
3141,How many of @apple's top apps of 2014 do you have downloaded on your phone? http://t.co/BTOgs1cDGc,0
3142,#applecare only cares about @Apple beware of false prophetsI mean profits!,-1
3143,"@granitewinger @Apple 
Beware of anything that includes the word CARE.",-1
3144,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/cXx1dFrHTM",0
3145,"I've been talking with @Apple support for almost 2 hours, absolutely no help at all.",-1
3146,Why the fuck is there a 'recently deleted' photo album? @Apple,-1
3147,"Come on #aapl, get your shit together!",-1
3148,The 5 best #iPhone games you should play this week http://t.co/SSokhrtlIL via @Techland #aapl,1
3149,RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple,-1
3150,"Massive mobile tech companies like @apple @xiaomi are excited by wearables and investing 40 million into @misfit

http://t.co/8geAEnRqdH",0
3151,"Massive mobile tech companies like @apple @xiaomi are excited by wearables and investing 40 million into @misfit

http://t.co/PNShe0GZ3y",0
3152,"UK:  Where to buy #iPhone6, iPhone 6 #Plus, iPhone 5S, iPhone 5C, iPhone 5, iPhone 4S http://t.co/N6NZpR1ZUl #aapl",0
3153,"MasterCard Teams up with Gwen Stefani to Promote Apple Pay $AAPL #aapl
http://t.co/EToKp308cW",0
3154,"#Apple #AAPL Plans to Launch #iPhone6Mini Version in 2015 - Dec 8, 2014 - http://t.co/9vQBCn64Qr http://t.co/EAxUGfqKqo via @ZacksResearch",0
3155,See Which 11 Guru Fund Managers Hold #Apple #aapl http://t.co/7DnMlXMFVh,0
3156,@Apple stores will host #free #coding workshops for #HourOfCode on 12/11/14 http://t.co/339o5OVY6H Via @TechCrunch @codeorg #computerscience,1
3157,Oh @Apple this is horrible packaging and shipping. #shame http://t.co/JaRpJYJ5Zu,-1
3158,"Apple Plans to Launch iPhone 6 Mini Version in 2015  $AAPL #aapl
http://t.co/CIvVif64xC",0
3159,"APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/YF5rGxvaWX",0
3160,.@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.,-1
3161,Tryng to get back on snapchat but the App Store isn't cooperating @apple,-1
3162,"Rumor Roundup: A tale of three rumor blogs $AAPL #aapl
http://t.co/67H4rfCIWC",0
3163,"@viticci when is @Dropbox removing photo upload? And are @apple covering refund for those who purchased based on features, that are no more?",-1
3165,RT @WillliamLemar: RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple,-1
3166,"@Apple #iOS8 Notification Center is a pain in the ass: No way to sort, no way to dismiss all notifications, and hitting that [x] on each app",-1
3167,iPhone6 fell 2 ft. Screen shattered like it was blown up. @apple wants an additional $109 to fix it. Maybe make a product that lasts?,-1
3168,Is Apple a symptom of a tech bubble? Could Apple be overvalued? 700B Reasons for Apple's Valuation: https://t.co/MssFgcQiaF #Apple #AAPL,0
3169,F u @Apple UR geniuses can suck my ass!,-1
3170,@justinbieber @apple get on it,0
3172,#AAPL:Jim Cramer: Why This Is Not the Tech Bubble We Saw in 2000...http://t.co/Yag6HUnBTa,0
3173,"Apple: Dec 8 Total Trading Daily Profits 2.78/sh  #aapl #Stockaction #trading #Stocks #MKt 
http://t.co/Le2r9f5crg",0
3175,"I hate my phone, I can't use it it's gone completely silent, and if I were to call @apple I would get even less help than I get now.",-1
3176,Tim Cook Nominated for TIME's 2014 Person of the Year http://t.co/DUC1WnKodT #AAPL,0
3177,#Apple TV #Sales Topped by Chromecast: #AAPL Being Pushed Out: #Apple Inc. (AAPL) never made much of a fuss ab... http://t.co/F8iVLaaahw,-1
3178,@Apple You should have your old products available to the people at the same economic standing as our current market at this sec. @AppStore,0
3180,thank you @apple for being such a little troll but putting the option close right above the save tab. LEGENDS,-1
3181,RT @IHCFO: Gonna go out on a limb. #Twtr will be this decade's #AAPL.,0
3182,"Apple Inc. price at close, December 08, 2014, is 112.4. #apple #AAPL",0
3183,APPLE'S TIM COOKE HITS THE NAIL ON THE HEAD http://t.co/96c0F0rfgX @tim_cook @apple #Apple #technews http://t.co/5cbhUAQbrL,1
3184,"Monday's Analyst Moves: Apple Inc., Chevron Corporation, Starbucks ... http://t.co/WoLR3QcwBy #AAPL",0
3185,I love my phone so much thank you based god @apple,1
3186,#AAPL:Here's why Apple shares will reach $135: Analyst...http://t.co/KTqY2USXRh,0
3187,"@apple @AppStore I want to exchange a sealed 16GB air 2 for a 64GB air 2, I will pay the difference. May I do this in a store?",0
3188,Daring Fireball: Transmit iOS and iCloud Drive @Apple http://t.co/kCByq0221c,0
3189,The UI of the future: Three takeaways from @Apple pioneer Bill Fernandez @ZDNet @jasonhiner http://t.co/lS1u0QFSGh,0
3190,"Can we see the evidence, please? http://t.co/RCPyCRIfky #FactCheckThis RT @apple @snopes @moronwatch",0
3191,"HOW TO: Make a realistic, song-length drum track using @apple Logic Pro X Drummer: http://t.co/5o26s4ZrqC #ProAudio http://t.co/PNlkoLdie6",0
3192,@India especially telling me that I've been randomly selected for a grant from our broke ass govt. I'm not @apple I don't get free govt $$$$,-1
3193,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/R45I1MHYX5 @apple @LisaEadicicco",1
3194,New Hearthstone Expansion 'Goblins vs Gnomes' Officially Launches [iOS Blog] http://t.co/LGJGwH13Va #AAPL,0
3195,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/lp9KPujmPg",-1
3196,Apple Inc. and Facebook Clash; Neither Is Wrong http://t.co/ELe0YAQdQO #AAPL,0
3197,You'll be back in my life soon @apple,1
3198,Few spots left @WWCLondon's 10 Dec event @Apple http://t.co/LbKkp81uKE w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen @bridget_connell,0
3199,"@em_magazine @apple been hearin' alot of bad drums lately including ahem, http://t.co/erpgqILCEl... let's hope they check this guide out",0
3200,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/bxbjni5iHn @apple @LisaEadicicco",1
3201,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/obykvsjfJY @apple @LisaEadicicco",1
3202,@Apple HEY FUCK U MY PHONE SPEAKER NO LONGER WORKS JUST B/C,-1
3203,@apple hey nvm but I shouldn't have to restart my phone to make it work,-1
3204,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/EhR3sX3DJG,0
3205,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/3mcZw84vbp,1
3206,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/v2GViV6qnh,0
3207,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/jMAL4mOWmz,0
3208,"@Apple [#Apple] #Names Its Best #iPhone and #iPad Apps of the #Year. (#Monday, 8 #December) http://t.co/diZhjbZbKn",0
3209,"Apple Inc. is Catching up on iPhone 6 Supply, But Still Lagging Demand http://t.co/4b8UD92o8A #AAPL",-1
3210,Here's @Apple's picks for best apps and games of 2014. http://t.co/1BWd8k32gv,0
3212,#AAPL:See Which 11 Guru Fund Managers Hold Apple...http://t.co/Yt92v0Ove3,0
3213,"@CBCHomestretch my @Apple #iMac caught fire while not in use, just sitting on my desk. Luckily I was nearby and was able to sort it out.",-1
3214,"In case of accident, stay safe with our free @Apple app #Winnipeg http://t.co/wYJVGqW6qT",0
3215,I don't know what you're trying to do @apple but phone updates are turned off. Thanks for letting me 'aware' by error http://t.co/yMyoY61hz5,-1
3216,#AAPL providing another great entry point &lt; $115,1
3217,@AzakFeverAFC phone is awful. Why is there a green line? Need a new one. @Apple sort it out. Not on. AF,-1
3218,@AzakFeverAFC @Apple Do you need Intel. Dm. JW.,0
3220,#AAPL:Apple Inc. and Facebook Clash; Neither Is Wrong...http://t.co/UuvN8TkrRs,0
3221,@AzakFeverAFC @Apple or you could learn to take pictures off the internet better,-1
3222,Steve Wozniak Says @Apple Starting In Garage Is A Complete Myth @stevewoz- http://t.co/JyAtqxYwha http://t.co/EaBOxjAoFd,0
3223,RT @jimmy5098: @AzakFeverAFC @Apple or you could learn to take pictures off the internet better,-1
3224,I'm learning all about Apple iPad mini Smart Cover - Green at @Influenster! @Apple http://t.co/RioO60xsQ1,0
3225,"@brettgilmour @Apple You're not the only one apparently, based on that last interview we did with @carmilevy",0
3226,"the ##Best #iPhone Apps Of The Year, #According To @Apple [#Apple]. (#Monday, 8 #December) http://t.co/rFE2j3C60K",1
3227,"@Apple [#Apple] #(AAPL) Plans to #Launch #iPhone6 Mini Version in #2015. (#Monday, 8 #December) http://t.co/pq4NgQfDb3",0
3228,Bose Products Could Be Returning to Apple Store Shelves Next Week http://t.co/0CMkapShb4 #AAPL,0
3229,"Good grief, @Apple, could you all have a more sucky hold music queue playlist? No offense, but, ewwwwww! Johnny Cash into a rap song? Gross",-1
3230,"@Apple: You were doing great with Johnny cash, but Damn that was jarring!",-1
3231,"@EM_Magazine @Apple How about showing us also in Sonar X3,Ableton Live,Propellerhead Reason,Reaper and MixCraft.",0
3232,"Apple Stock in Upward Trend After 'Explosive' Holiday Quarter, Apple Watch Release in 2015 -  http://t.co/P5XPaYCE7t #AAPL",0
3233,The only reason I have an iPhone is because of iMessage. @apple BRUH make a better battery,-1
3234,Check out @Apple MacBook Pro 15.4 Retina 2.6 Ghz i7 8gb 500gb ssd mid 2012 GT 650M 2magsafe #Apple http://t.co/6t7L3R7tIx via @eBay,0
3235,"Citi, BMO boost Apple price targets http://t.co/U3muDVsKbV #News #AAPL #Applepricetargets #Applestock #Apple #iPhone #News",0
3236,#aapl #Apple stock price plummeting... Time to sell for a bit?,-1
3237,We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple,1
3238,RT @SwiftKey: We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple,1
3240,@apple - bring back #classiciPod #cantbelieveitsgone,-1
3241,Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google,-1
3242,@SwiftKey @Apple Oh In wish you guys would port hebrew from the android version already! I have swapping abck and forth,-1
3243,Bose products reportedly set to return to #Apple Store shelves as early as next week - http://t.co/fqnkD6rsDT #AAPL #JimmyIovine,0
3244,"Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')",-1
3245,"#Apple Inc. #AAPL Price Target, EPS Estimates Raised by BMO http://t.co/LzZw8c3xhv via @ValueWalk",0
3246,#Apple PT Raised to $135.00 #AAPL http://t.co/Ads3dEj0UR via @RatingsNetwork,0
3248,@SwiftKey @Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable. Undeserved.,-1
3249,#Former @Apple exec sentenced to one year in prison for selling #company #secrets http://t.co/EByDSh8Ufv #uasm,-1
3250,I wonder if @Apple is aware that they use the international symbol for #KissMyAss in their retail stores? http://t.co/Z16LEgkKNO,0
3251,"Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL",0
3252,Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad,0
3253,Great time had @Apple store on Friday. @RussellFerg &amp; his #krumpers &amp; a #talkBack http://t.co/N6RdHXm2oP @TWDanceCenter #UrbanNutcracker,1
3254,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL",0
3255,"RT @ColdDimSum: Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')",-1
3256,#AAPL:Apple Just Patented An Idea That Steve Jobs Would Have Hated...http://t.co/7ZWB6A98Kj,-1
3257,Omg this girl is STILL using my email to try and login to her @Apple act! You have the wrong email! Stop trying to 'verify'!,0
3260,Completely in love with my @apple #iphone6 right now. Playing with my #newphone &amp; digging into some @pappajohns. Day=Complete #pizza,1
3261,@Apple @iTunes #WhitePower #HateMusic #HateSpeech #IcantBreathe Not A Good Look http://t.co/ayV9kMemfj,-1
3262,@FastCoExist If you use @Apple congrats you just gave the government permission to spy on you.  #Apple,-1
3263,@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.,-1
3264,cool 90 minutes later I now have Yosemite X on Macbook not bad for an almost 10 year old computer still run strong @Apple #winning,1
3265,"Apple Inc. is Catching up on iPhone 6 Supply, But Still Lagging Demand http://t.co/kevjUx24MN #AAPL",0
3266,Always so impressed with the customer service at the @apple store square one. My laptop works again and didn't cost me a dime!,1
3267,.@Apple there is still not a suicide note template on your most recent pages update how much longer do I have to wait,-1
3268,Few spots left @WWCLondon's 10 Dec event @Apple w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen... http://t.co/2XLmDI61HF,0
3269,thanks @apple for making life complicated,-1
3270,"#mkt Final #AAPL #PutCallRatios for Monday, December 8, 2014:  http://t.co/PMJ7YF8RtB",0
3271,"Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/Ocz4egZX8h via Hamzei  $$",0
3272,thanking @apple for the 'do not disturb' feature,1
3273,the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple,-1
3274,RT @saigeist: the most offensive thing is the lack of a trashcan emoji stop the discrimination @apple,-1
3275,"RT @OptionsFeed: Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/Ocz4egZX8h via Hamzei  $$",0
3276,Apple Inc. vs Google Inc: The Battle Of The Tech Giants http://t.co/eQx6S6fxtP #AAPL,0
3277,RT @gxldblvnts: thanking @apple for the 'do not disturb' feature,1
3278,Hope @Apple &amp; #iOS will allow compact views for 3rd party keyboards like #SwiftKey and #Swype do on #Android.,0
3279,"My MacBook Pro is now as annoying as my ASUS Windows 8 computer. Freezing, laggy, etc.  So much for @apple's excellence.",-1
3280,RT @recentrates: Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad,0
3281,@VRich_ I want a gold metallic MacBook to go with my iPhone 6 plus @apple,0
3282,Natalie Portman Passes on Aaron Sorkin's Steve Jobs Movie http://t.co/mHR1YwcFKW #AAPL,0
3283,5 Companies Growing Faster Than Apple Inc. http://t.co/SvbEfgMS7O #AAPL,0
3284,"Final #AAPL #PutCallRatios for Monday, December 8, 2014 http://t.co/m7kpdgqeyy",0
3285,From @verso: @Apple Retail Celebrates Computer Science Education Week http://t.co/TfAY5reAce #hourofcode,0
3286,Why can't we FaceTime more than one person at a time @apple ? I need answers dammit until then oovoo winning.,-1
3287,"@Armitagina well they don't want people recording the movie, I guess. We'll see. I know it's crazy! But just RA, LP and LE will be @Apple.",0
3288,#Apple 'hoarding' #iPhone6 supply for its own stores http://t.co/2pXYcbV7gd #IBDBlogs via @IBDinvestors  #aapl,0
3289,.@Apple needs to consider these emoji's! I REALLY NEED THEM IN MY LIFE!!! http://t.co/HYpcrcgJ44 via @buzzfeed,0
3290,'Not a book on how @Apple or @Starbucks grow global brands. This is your book on how to grow your #stickybrand ' http://t.co/aJt29u9Bt1,0
3291,"#Apple Inc. is Catching up on #iPhone6 Supply, But Still Lagging Demand | The Motley Fool #aapl http://t.co/qI7Wh3yh48",0
3292,#Apple Inc. and #Facebook Clash; Neither Is Wrong | The Motley Fool #fb #aapl http://t.co/AAy60rtQFC,0
3293,My old iPhone exploded for no good reason @apple what the heck??? http://t.co/z0SDrKsbwT,-1
3294,CNBCTV: Buy #Apple's pullback? http://t.co/nlu6irYKVL #aapl,0
3295,my computer sux @apple fix it,-1
3296,"No videos tonight, turns out iPads still need electricity to function. Figure it out, @apple 

PS lol key studies at 144",-1
3297,"Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.",0
3298,"For the past week my phone stay freezing &amp; closing out apps on me, wtf @apple?!",-1
3311,"@TeamCavuto @Apple Neil, the problem is NOT the POLICE but the GOVT as Neal Bootz points out so well: http://t.co/UNaoaL3cOP",0
3323,"Apple sux '@TeamCavuto: Protesters stage protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.'",-1
3325,"@TeamCavuto @Apple Not just you, I agree, we need to refocus on peace, there is to much violence in the USA nowdays",0
3332,@prettynumbers @TeamCavuto @Apple For so many reasons. https://t.co/aeHBi4IvoG,0
3333,@TeamCavuto @Apple all they are doing now is alienating people. Blocking Federal Interstates need to be stopped too. Endangering lives.,-1
3337,"@prettynumbers @TeamCavuto @Apple Also, Steve Jobs? Overrated. https://t.co/0Zu1Cga8kP",-1
3341,@eternalmuke wtf Siri step your game up @apple,-1
3349,"@TeamCavuto @Apple Macy's and Apple, they just want to be on the news",0
3350,@TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.,-1
3351,@TeamCavuto @Apple Most of these stooges have no idea why they're even out there. This is Occupy v.2.,0
3355,@SealsKevin @TeamCavuto @Apple Hopefully endangering their own lives!,-1
3367,@pambesteder @TeamCavuto @Apple well said,1
3370,"#AAPL:Apple trial continues, without a plaintiff for now...http://t.co/DjDkC4HkPZ",0
3374,I just got this charger like 2 weeks ago what the frick @apple,-1
3376,@TeamCavuto @Apple They're staging a die in ar an Apple store while being on their iPhone.,0
3377,Anyone else notice the arm hair color of the Fallon/Timberlake hand models is backwards in the @apple iPhone gaming spot?,0
3380,RT @pambesteder: @TeamCavuto @Apple At this point it's not anger. It's simply a manifestation of stupid.,-1
3383,.@TeamCavuto @Apple I don't believe it matters if you think this anger is misplaced. #DieIn,0
3385,@TeamCavuto @Apple It's like a temper tantrum. Like little kids who aren't getting their way. 30-year-old children having tantrums.,0
3390,"@TeamCavuto @Apple A protest should not show any form of violence, because violence is very destructive: https://t.co/DvTwIh8MdV",0
3391,"@TeamCavuto @Apple Blacks (13% of pop.) murder 1000 more people per yr. than whites (63% of pop.)! 
THIS is what police deal with!",0
3394,@TeamCavuto @FairOaksTrader @Apple These actions are not helping their cause. #DemocratsWaronTruth,-1
3396,.@Apple seems to have killed Genius Bar reservations online or via Macs in Apple Stores even.,0
3398,Judge rules banks can sue @Target over credit card breach; @Apple #Pay value proposition intensifies http://t.co/cGfpVxBtb8,0
3399,"@TeamCavuto @FairOaksTrader @Apple  Still Misplaced, but they are the companies with the most power to do something.",0
3400,@TeamCavuto @FairOaksTrader @Apple it's all a game it's the continuation of the occupy clown thing. Trying to relieve the 60s. Drugs sex etc,0
3402,@Listen2Lena 3x bonus airmiles @Apple right now! #airmilesshops,0
3411,MY T-MOBILE / IPHONE NIGHTMARE http://t.co/Gs9wNwmawu #iPhone6 @BlackBerry @apple @TMobile http://t.co/YtoMvsJfVx,-1
3413,@JustinRaimondo @TeamCavuto @Apple This is #morphing into actions against police as Praetorian Guards working for the unaware rich.,0
3421,"An LG G3, Apple iPhone 6 Plus Comparison - Apple Plays Catch-Up @LGUS, @Apple, #ComparePhones, #AppleVsLG -... http://t.co/UmM3hC6i3C",0
3424,@Apple fuck u n this weak ass iPhone,-1
3431,cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/nxK3gcg7v0,-1
3432,"@TeamCavuto @SharNeal @Apple 'Hey Bro, can I check out that ipod while I'm down here?'",0
3435,Lmfao RT @hellvcopter: cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/HjISNmx6aZ,-1
3436,Leading Android fansite recommends Apple Inc iPad Air 2 as best tablet in ... http://t.co/RkGpcFlV7q #AAPL,1
3439,FUCK YOU @Apple,-1
3446,"@TeamCavuto @USAlivestrong @Apple Misplaced Neil. They should protest At city hal and the mayors office, and Police Station. Not Apple.",0
3453,Oh @espn your live streaming on @apple tv blows.,-1
3454,@TeamCavuto @charliekirk11 @Apple what did Macy's have to do with it or the other stores they blocked?,0
3460,If you can't make or receive calls on your iPhone: You might not be able to make or receive calls on yo... http://t.co/9bqhLAkDRZ @apple,0
3463,Why does my battery die so quick @apple,-1
3465,@teamcavuto @apple It's all phony anger. These protestors don't really care about blacks dieing or how. If they did they'd be after Chicago.,0
3466,@TeamCavuto @stuntbrain @Apple No rule against protesting and picking up a spare lightening cable,0
3471,@Apple airplay sucks on Yosemite,-1
3476,@ok_fatty @apple thanks 4 almost burning my house down,-1
3477,"@apple everybody else can track when stuff will show up, why can't you?  #USPS has great small package tracking.",0
3480,"@panic @jpetersen good call I thought @Apple was going to compete with dropbox, @droplr etc. This is a bad sign like my MacPro std 250GB HD",0
3481,I seriously f-ing HATE this new version of @Apple iTunes. Spend HOURS trying to figure out how to synch w/o deleting everything.,-1
3482,@Apple!! What the heck??? My phone screen looks like it lost a battle with a windstorm! http://t.co/HcTgCIjxBS,-1
3483,"Congrats @Apple I mean he wasn't using @googlehangouts_, right? #Apple #Google http://t.co/A3kHN5Hzk8",1
3486,RT @smartoutsource1: Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR,0
3488,"@TeamCavuto @Rowdman53 @Apple It's democrat funded OWS &amp;paid protesters distraction from democrat failures ACA, Amnesty,taxes,debt,economy",-1
3489,Just received my @auugmotionsynth. Just gotta wait for @apple to approve their app now!,0
3493,Why does my phone suck so much @apple,-1
3494,"@AEvan720 @Apple dude I play trombone....
I'm worried",0
3495,"@Apple [#Apple] #(AAPL) Plans to #Launch #iPhone6 Mini Version in #2015. (#Monday, 8 #December) http://t.co/s79PqzLbsg",0
3497,RT @animaItoes: Why does my phone suck so much @apple,-1
3499,@Apple fix addis' phone so we can text each other pls and thx,-1
3501,'@apple : Hey you wanna use iFon Siks? Jas follow @rizalscandal and u will get it! ',0
3502,RT @abdinsyakirin: '@apple : Hey you wanna use iFon Siks? Jas follow @rizalscandal and u will get it! ',0
3503,@Apple can you please make a charger that actually last,-1
3505,"@arstechnica @joemullin Come on @Apple, @Google, et al.-get your STB together so we can bypass cable/satellite companies.",-1
3508,I applied for @apple's 'head of social media' opening. I have a leg up because of my twitter skillz. I am like the mark twain of twitter.,0
3509,@Windows And yet I somehow would rather have a MacBook Air.  @Apple,1
3510,Ayyy my fourth phone charger this week broke today @apple fuck you,-1
3511,"@Apple #Pay Or @google #Wallet: Which is Better?
#BiztechLTD
http://t.co/gZXeMYRwln http://t.co/stDkprq0SR",0
